LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-83.9562368,42.0125565,505,SEMINOLE ST,,,,,,,1535ab25b5f505dd
-83.9621264,42.0111113,2402,STILLWATER DR,,,,,,,b011cdb4790cedae
-83.937543,42.0124054,401,OUTER DR,,,,,,,bee6c5a70679a88c
-83.9332308,42.0096265,820,OUTER DR,,,,,,,0776679ec9a17a20
-83.9632759,42.0110976,2002,STILLWATER DR,,,,,,,863f237173c7a296
-83.9370205,42.0124335,403,OUTER DR,,,,,,,9db444987c2cafa9
-83.9695877,42.0096314,1511,WIND DANCER TRAIL,,,,,,,dd6e2d793d9c216b
-83.9661012,42.0124369,511,N OCCIDENTAL RD,,,,,,,4294edcf497a4264
-83.9327192,42.0095966,816,OUTER DR,,,,,,,01971fd85a7e01de
-83.9360763,42.0108933,502,CENTER DR,,,,,,,1c26ae6ada6b27b2
-83.9620402,42.0098155,901,CARRIAGE DR,,,,,,,5f338c457a447146
-83.9364605,42.0123762,407,OUTER DR,,,,,,,b632f64d432bed95
-83.9697282,42.0110772,1603,WIND DANCER TRAIL,,,,,,,d2821fdf7d4534e2
-83.963129,42.0097901,603,CARRIAGE DR,,,,,,,e08914810414992c
-83.9610779,42.0124708,623,RIDGE LANE,,,,,,,1ad3f7ed3288c1f4
-83.9492078,42.0106293,509,N MAIDEN LANE,,,,,,,4d87e73a8a07d1b1
-83.9633105,42.0097861,601,CARRIAGE DR,,,,,,,fcfd52c883fde05e
-83.9339812,42.0122542,609,OUTER DR,,,,,,,3ac52b9a53b10d4d
-83.9554791,42.0109825,408,SEMINOLE ST,,,,,,,d2a77d06d899475f
-83.9624527,42.0097681,704,CARRIAGE DR,,,,,,,b1ada462ad0b2e4a
-83.9258819,42.0124354,501,FAIRWAY COVE,,,,,,,87c1113d40455354
-83.9329819,42.0095356,818,OUTER DR,,,,,,,e61653eba8296f55
-83.9636974,42.0110837,1804,STILLWATER DR,,,,,,,0c56ee58af29afc8
-83.967632,42.0124256,1711,WIND DANCER TRAIL,,,,,,,69b68cd665f300b2
-83.9638783,42.0110805,1802,STILLWATER DR,,,,,,,ee36d60a56ac20f7
-83.9626343,42.0097642,702,CARRIAGE DR,,,,,,,d55ce36669e45a9f
-83.9673113,42.012341,1713,WIND DANCER TRAIL,,,,,,,4385a1a40ba3df40
-83.943348,42.0095539,418,N EVANS ST,,,,,,,da7b92280c3ea4d8
-83.9561956,42.0109721,409,SEMINOLE ST,,,,,,,b7d291d3dc618003
-83.9679959,42.0124371,1709,WIND DANCER TRAIL,,,,,,,369bf5f554db118a
-83.9666942,42.010984,411,WHITETAIL RIDGE,,,,,,,128bae8f4113872f
-83.9643973,42.0097658,203,CARRIAGE DR,,,,,,,fa44dd33f1b284a0
-83.9683503,42.0124303,1707,WIND DANCER TRAIL,,,,,,,2483453d4bea06e5
-83.9645782,42.0097618,201,CARRIAGE DR,,,,,,,272bc83f3ee21c84
-83.938458,42.0121273,303,OUTER DR,,,,,,,ccd50aa1c2966911
-83.9367764,42.0108423,407,HERRICK PK DR,,,,,,,17d53bc51c57786c
-83.963762,42.0097153,304,CARRIAGE DR,,,,,,,2b64dfe592f588de
-83.9687178,42.0124142,1705,WIND DANCER TRAIL,,,,,,,b1eb6db0376be895
-83.9358579,42.0108277,504,CENTER DR,,,,,,,07eb59b25d34c40a
-83.9639436,42.0097115,302,CARRIAGE DR,,,,,,,5a591c8c7b7e50f8
-83.9690918,42.0123735,1703,WIND DANCER TRAIL,,,,,,,739e29befd0a9b26
-83.9684052,42.0109329,413,SETTLERS COVE,,,,,,,b105cfa8540bf874
-83.9430675,42.0108332,506,N EVANS ST,,,,,,,c553d968480ec0c4
-83.9694034,42.0094041,1509,WIND DANCER TRAIL,,,,,,,5b22facbc3813f0e
-83.9396247,42.0122006,221,HERRICK PK DR,,,,,,,92f05536237baad1
-83.9310122,42.0107136,805,OUTER DR,,,,,,,897ba29c26e20188
-83.9371124,42.0093924,503,PARKWAY CT,,,,,,,f5c22fa0a7632b59
-83.9258664,42.0123849,502,FAIRWAY COVE,,,,,,,cad5c20aa3297400
-83.9614489,42.011014,2601,STILLWATER DR,,,,,,,70c28feb79464032
-83.9320372,42.0093591,815,OUTER DR,,,,,,,c4fce706f3cdf8a3
-83.940941,42.0123108,121,HERRICK PK DR,,,,,,,9f2d7a57f49d8f54
-83.9356293,42.0107919,506,CENTER DR,,,,,,,b9eb49242e2df162
-83.9555137,42.0123747,504,SEMINOLE ST,,,,,,,b2d5b45cf5dd4493
-83.9624481,42.0096472,703,CARRIAGE DR,,,,,,,951982e89da58af4
-83.9619417,42.0109933,2403,STILLWATER DR,,,,,,,6770d5c500867e32
-83.9694943,42.0123137,1701,WIND DANCER TRAIL,,,,,,,c8051c4380364a13
-83.9626279,42.0096432,701,CARRIAGE DR,,,,,,,cc1f019813ce026c
-83.9438969,42.0108562,507,N EVANS ST,,,,,,,b06f1a3f2022b0c1
-83.9359068,42.0122384,501,OUTER DR,,,,,,,e1dac94895ff8da7
-83.9467359,42.0092077,115,BIDWELL ST,,,,,,,f96c0444fc7f5f8d
-83.9621226,42.0109903,2401,STILLWATER DR,,,,,,,39bc557ac3885bc9
-83.9610378,42.0123835,621,RIDGE LANE,,,,,,,496bbdc5725bf5fc
-83.9346679,42.0108301,600,CENTER DR,,,,,,,385905b097d579c7
-83.9393005,42.01215,223,HERRICK PK DR,,,,,,,73ae966afe96bb39
-83.9361964,42.0093276,500,PARKWAY CT,,,,,,,4a025770797ab52e
-83.9344153,42.0108071,602,CENTER DR,,,,,,,561893c0e4c0a513
-83.9459154,42.0095395,416,HERMITAGE DR,,,,,,,b9e3331194239d0d
-83.9401126,42.012217,217,HERRICK PK DR,,,,,,,a91d3ecc122a5607
-83.9625397,42.0109745,2203,STILLWATER DR,,,,,,,b4a51f316b938cb8
-83.943402,42.0093486,416,N EVANS ST,,,,,,,a715369de659251c
-83.9332321,42.012216,614,OUTER DR,,,,,,,598c85ba89118aa2
-83.963758,42.0095946,303,CARRIAGE DR,,,,,,,19d31fccaf790a4b
-83.9690429,42.010951,1602,WIND DANCER TRAIL,,,,,,,be68e5a07430b4e1
-83.9390822,42.0121183,225,HERRICK PK DR,,,,,,,a22262d54a72517b
-83.9639382,42.0095905,301,CARRIAGE DR,,,,,,,d964cbdcf4b18ce2
-83.9351394,42.0108293,510,CENTER DR,,,,,,,a8f9eeff08e5374f
-83.9670248,42.0122055,1801,WIND DANCER TRAIL,,,,,,,0efcb7af7e3b3e7b
-83.9689924,42.009363,1507,WIND DANCER TRAIL,,,,,,,4050ec8143cca588
-83.9562289,42.0122753,503,SEMINOLE ST,,,,,,,843ff9f676dd5dc4
-83.9354012,42.0107898,508,CENTER DR,,,,,,,76db860a41cde6f3
-83.9473044,42.0094008,200,CHIPPEWA ST,,,,,,,0705b15037ef96b9
-83.9696679,42.0120853,1611,WIND DANCER TRAIL,,,,,,,b0e8ba396f611c0c
-83.9342075,42.0107801,604,CENTER DR,,,,,,,f5a2fcc30023b7d6
-83.9475556,42.0094029,204,CHIPPEWA ST,,,,,,,63c0be8c56711706
-83.932915,42.0121278,702,OUTER DR,,,,,,,1f775313c727bd68
-83.962702,42.0109701,2201,STILLWATER DR,,,,,,,9e987b7dcae18987
-83.9478058,42.0093986,206,CHIPPEWA ST,,,,,,,33f47b05d3d558a9
-83.9258757,42.012271,504,FAIRWAY COVE,,,,,,,8debda9791078bf5
-83.9365909,42.0107601,409,HERRICK PK DR,,,,,,,cf19eb27ccbd22db
-83.9480554,42.0093871,208,CHIPPEWA ST,,,,,,,a17ffa2f4e1c6d92
-83.9388646,42.0120506,227,HERRICK PK DR,,,,,,,93ca88d1a808cf0c
-83.9458111,42.0095131,414,HERMITAGE DR,,,,,,,7186b5e8dce88e7a
-83.9631064,42.0109663,2003,STILLWATER DR,,,,,,,f565aee4d604fd55
-83.9484327,42.0094702,414,N MAIDEN LANE,,,,,,,7760bdc5d5903889
-83.9425088,42.012087,524,N EVANS ST,,,,,,,ad4b8790ce51c8d5
-83.9632697,42.0109615,2001,STILLWATER DR,,,,,,,b045f96e66576ab9
-83.965314,42.0094433,1300,WIND DANCER TRAIL,,,,,,,9f70d5a514e52327
-83.9258742,42.012231,505,FAIRWAY COVE,,,,,,,543d726e08e04871
-83.9339936,42.0107607,606,CENTER DR,,,,,,,a0d17b99e596f9d5
-83.9333942,42.0120252,610,OUTER DR,,,,,,,b1565371e352b33f
-83.9489567,42.0093794,302,CHIPPEWA ST,,,,,,,450d83ab9a879758
-83.963694,42.0109628,1803,STILLWATER DR,,,,,,,8627c346eae261a2
-83.9322392,42.0120202,705,OUTER DR,,,,,,,67ba0892fabca9dd
-83.9457292,42.0094855,412,HERMITAGE DR,,,,,,,4fbb1f636d20966d
-83.9638748,42.0109595,1801,STILLWATER DR,,,,,,,7d3f1a5392477988
-83.9343487,42.0120239,603,OUTER DR,,,,,,,01ce8ac108215712
-83.9491711,42.0093753,304,CHIPPEWA ST,,,,,,,466bae2f08858200
-83.9337756,42.0107334,608,CENTER DR,,,,,,,7565ad72b332a81e
-83.9618757,42.0122063,598,RIDGE LANE,,,,,,,66805bc6741f1267
-83.9656434,42.0094318,1302,WIND DANCER TRAIL,,,,,,,b6a39c3c5b7a08dd
-83.9672695,42.010801,408,SETTLERS COVE,,,,,,,a8d738d1a79ab924
-83.9623599,42.0121871,588,RIDGE LANE,,,,,,,3f09a94ead2f222d
-83.9328054,42.0107764,704,CENTER DR,,,,,,,b91862eb337380b9
-83.9493845,42.0093717,306,CHIPPEWA ST,,,,,,,dcc805ddcbe075e4
-83.9624835,42.0121827,586,RIDGE LANE,,,,,,,513e520725195977
-83.9495983,42.0093677,308,CHIPPEWA ST,,,,,,,d90ca504d363b463
-83.9325852,42.010659,709,INNER DR,,,,,,,245ccb4617bb05cb
-83.9258573,42.0121805,506,FAIRWAY COVE,,,,,,,008460fb11062086
-83.9659368,42.0094216,1304,WIND DANCER TRAIL,,,,,,,6ff73be4b6978709
-83.9335522,42.0107124,610,CENTER DR,,,,,,,b6d6fd138e960496
-83.9610329,42.0122005,617,RIDGE LANE,,,,,,,7992210b8009b463
-83.9499212,42.0094452,408,N UNION ST,,,,,,,e2253b5df08d3e37
-83.9330998,42.0107156,702,CENTER DR,,,,,,,1211a6cd63672b26
-83.9626543,42.0121776,582,RIDGE LANE,,,,,,,ebace87ac5dfbb97
-83.9456416,42.0094719,410,HERMITAGE DR,,,,,,,fc27d00104c9d1e0
-83.9654354,42.0108808,409,N OCCIDENTAL RD,,,,,,,e82c80d6db3250de
-83.962778,42.0121732,580,RIDGE LANE,,,,,,,b55da8499e9840d8
-83.9662295,42.0094125,1306,WIND DANCER TRAIL,,,,,,,d6dd5c5e971e790a
-83.9629487,42.012168,576,RIDGE LANE,,,,,,,24006e0b99cd646f
-83.9319831,42.0107284,800,OUTER DR,,,,,,,14ae56d979666e31
-83.9455377,42.009447,408,HERMITAGE DR,,,,,,,80909c1978533044
-83.966523,42.0094023,1400,WIND DANCER TRAIL,,,,,,,0f962050bdb98ad1
-83.9331577,42.0104988,700,CENTER DR,,,,,,,d3b314aa36f8c8b9
-83.9367616,42.009112,501,PARKWAY CT,,,,,,,6586117a53029c7c
-83.9659507,42.0108716,410,WHITETAIL RIDGE,,,,,,,0ae8089022d154ca
-83.9668174,42.0093925,1402,WIND DANCER TRAIL,,,,,,,c7762ffc7036db70
-83.9316695,42.0107109,802,OUTER DR,,,,,,,fdc1cb9414ed554a
-83.9686336,42.0093408,1505,WIND DANCER TRAIL,,,,,,,d206a7a181244698
-83.9671118,42.0093826,1404,WIND DANCER TRAIL,,,,,,,547bab3276a6928d
-83.9323929,42.0091347,817,OUTER DR,,,,,,,2c3947d40f3c7001
-83.9447065,42.0093191,413,N EVANS ST,,,,,,,0828a45974f8c22e
-83.9674062,42.0093728,1406,WIND DANCER TRAIL,,,,,,,26e8824935ddb052
-83.9488973,41.9982611,308,W PATTERSON ST,,,,,,,dbdb644e27c0e8e6
-83.9585442,42.0025065,802,W POTTAWATAMIE ST,,,,,,,5ed14d5482702d9b
-83.9491107,41.9982562,312,W PATTERSON ST,,,,,,,354a5e29d0f38d33
-83.9449094,42.0025188,102,E POTTAWATAMIE ST,,,,,,,8bb68714e1150f45
-83.962896,41.9986725,505,CAIRNS ST,,,,,,,c3c3b0528590dbc9
-83.9590735,42.0025938,806,W POTTAWATAMIE ST,,,,,,,0db429c237dd1ad6
-83.9493232,41.9982527,316,W PATTERSON ST,,,,,,,eb9ab8a15f4253bd
-83.9453798,42.0024692,102,W POTTAWATAMIE ST,,,,,,,b77c6144adfa1af3
-83.9495357,41.9982465,320,W PATTERSON ST,,,,,,,a7afa6d46fe00898
-83.9497426,41.9985218,324,W PATTERSON ST,,,,,,,ece8f9c109a88b2a
-83.9456208,42.0024636,106,W POTTAWATAMIE ST,,,,,,,7fb37d01f60f230d
-83.9639262,41.9986556,504,S OCCIDENTAL RD,,,,,,,06415cd21617d08e
-83.9598077,42.002499,201,MAPLE ST,,,,,,,f9a8cee9365514d7
-83.9654799,41.9986708,510,TILTON DR,,,,,,,aff21179040106d9
-83.9458931,42.0023154,108,W POTTAWATAMIE ST,,,,,,,981877d9d9975397
-83.9611793,41.9986263,504,CAIRNS ST,,,,,,,68dffc20c24004ea
-83.960259,42.002416,906,W POTTAWATAMIE ST,,,,,,,10a0b12e9734a1dc
-83.9463425,42.0021889,112,W POTTAWATAMIE ST,,,,,,,973a8541b746e414
-83.9507894,41.9979858,,S UNION ST,,,,,,,3784429465012abd
-83.9464296,42.0025106,114,W POTTAWATAMIE ST,,,,,,,1631901fb2428bcc
-83.9661814,41.9986043,506,TILTON DR,,,,,,,2ea166c268e73d0e
-83.960928,42.0025233,1002,W POTTAWATAMIE ST,,,,,,,c29f905328c20021
-83.9530638,41.9970879,600,ADRIAN ST,,,,,,,8e45760410906c35
-83.9465961,42.0024616,116,W POTTAWATAMIE ST,,,,,,,107dc0328acff22a
-83.9665458,41.9986008,504,TILTON DR,,,,,,,b94673e81e1126b3
-83.9613868,42.0025401,1004,W POTTAWATAMIE ST,,,,,,,14a1e44dece2d415
-83.9669137,41.9985931,502,TILTON DR,,,,,,,883ccbdd02e52112
-83.9471584,42.0024846,202,W POTTAWATAMIE ST,,,,,,,519a627189a140f2
-83.9470999,41.9985906,503,S PEARL ST,,,,,,,8344c751846b07b6
-83.9474345,42.0024782,206,W POTTAWATAMIE ST,,,,,,,c2d9529a0bbba2eb
-83.9620525,42.0025163,1102,W POTTAWATAMIE ST,,,,,,,90d1b3c571238cf1
-83.9672817,41.9985855,500,TILTON DR,,,,,,,789e05eaed16dc0d
-83.925965,42.0021451,900,E CHICAGO BLVD,,,,,,,cd0091a87a5a2791
-83.9676496,41.9985778,498,TILTON DR,,,,,,,f7d109d140b76b5b
-83.9680175,41.9985701,496,TILTON DR,,,,,,,58974594bb9b598a
-83.9476258,42.0024739,208,W POTTAWATAMIE ST,,,,,,,d85547bbedd1a88e
-83.9683854,41.9985625,494,TILTON DR,,,,,,,4895d05f772833cf
-83.9623678,42.0024706,1104,W POTTAWATAMIE ST,,,,,,,85e11d1131688872
-83.9443122,42.0043313,127,E CHICAGO BLVD,,,,,,,eeaba7affd982220
-83.9687525,41.998555,492,TILTON DR,,,,,,,9c511de643dbed46
-83.9544359,41.9984996,418,ADRIAN ST,,,,,,,34fc96868e4895b6
-83.9478876,42.0022606,210,W POTTAWATAMIE ST,,,,,,,e9bd8394761cba71
-83.9445018,42.0043286,117,E CHICAGO BLVD,,,,,,,8f3e2b16fd8f0c08
-83.9691194,41.9985472,490,TILTON DR,,,,,,,03f37d9058bf40ba
-83.9626213,42.0024816,1106,W POTTAWATAMIE ST,,,,,,,e65f5e1c12a11b5a
-83.9628789,42.002477,1108,W POTTAWATAMIE ST,,,,,,,23307f44e6a2bd8a
-83.9649306,41.9985683,507,S OCCIDENTAL RD,,,,,,,6f9ab767c079af4a
-83.9482957,42.0023525,214,W POTTAWATAMIE ST,,,,,,,ede390675296bdbd
-83.9694874,41.9985395,488,TILTON DR,,,,,,,c798e798b6f52f58
-83.9631365,42.0024726,1110,W POTTAWATAMIE ST,,,,,,,8f1364255d51006f
-83.969853,41.9985278,486,TILTON DR,,,,,,,1abc68c36ba96844
-83.963394,42.0024681,1200,W POTTAWATAMIE ST,,,,,,,1e0bf0f0561fa309
-83.9497454,42.0042832,311,W CHICAGO BLVD,,,,,,,ade5a30ac87036b2
-83.9379245,41.997972,424,S MAUMEE ST,,,,,,,6d95fdb5fa4b2b53
-83.9636516,42.0024635,1202,W POTTAWATAMIE ST,,,,,,,db74d9f94ac831da
-83.9487657,42.0023051,302,W POTTAWATAMIE ST,,,,,,,f0b226d1845714ae
-83.9455687,41.9984317,505,S EVANS ST,,,,,,,0b78e65c3a436a7e
-83.9639091,42.0024591,1204,W POTTAWATAMIE ST,,,,,,,e65aa2343f8a2a5b
-83.9447069,42.0043243,115,E CHICAGO BLVD,,,,,,,58b7bcfebcecce67
-83.9558775,41.9984525,502,ORCHARD LANE,,,,,,,ec939525082a0d90
-83.9490714,42.0022948,306,W POTTAWATAMIE ST,,,,,,,a17ac717b0219ed3
-83.9641667,42.0024546,1206,W POTTAWATAMIE ST,,,,,,,d529a252213ebc17
-83.9463578,41.998392,502,S PEARL ST,,,,,,,3eb017a957e2a6f5
-83.9644537,42.0024502,1208,W POTTAWATAMIE ST,,,,,,,38a0f2787237ad75
-83.9520738,42.0042683,501,W CHICAGO BLVD,,,,,,,deffdeb79e89979f
-83.9568073,41.9984323,503,ORCHARD LANE,,,,,,,a35c44a3cc904e83
-83.9493949,42.0023052,310,W POTTAWATAMIE ST,,,,,,,91bb58c6dcf7ac6c
-83.9470934,41.9984589,505,S PEARL ST,,,,,,,10700a95a92df9ca
-83.9504335,42.002377,201,S UNION ST,,,,,,,04f454aa9a62c492
-83.9628865,41.9984311,507,CAIRNS ST,,,,,,,174f07926af0ec4d
-83.9497627,42.0023458,316,W POTTAWATAMIE ST,,,,,,,3337f2b35802fe5b
-83.965467,41.9984145,512,TILTON DR,,,,,,,1f20a3c629f276af
-83.9448081,42.0043224,109,E CHICAGO BLVD,,,,,,,cea4d08ec4baf357
-83.9507977,42.0023707,404,W POTTAWATAMIE ST,,,,,,,f58992135f6e8748
-83.9639167,41.9984143,506,S OCCIDENTAL RD,,,,,,,4ced55a78bb8f912
-83.9511059,42.0022694,410,W POTTAWATAMIE ST,,,,,,,9c996c751fe2b665
-83.961177,41.9983877,506,CAIRNS ST,,,,,,,2538d6be0d154f93
-83.9704607,41.9983876,589,PEQUOT WAY,,,,,,,e2cec5a2caa8dfce
-83.9414936,42.002382,206,S ONEIDA ST,,,,,,,1727791c34a2ff01
-83.9514699,42.002263,212,S VAN BUREN ST,,,,,,,f2f8a0634edc5ae5
-83.964923,41.9983768,509,S OCCIDENTAL RD,,,,,,,8f8cdb88c1ebddc6
-83.9520126,42.0023899,502,W POTTAWATAMIE ST,,,,,,,ea4d783e1939d982
-83.9661649,41.9983259,1401,SAUK TRAIL,,,,,,,9beaca6c42e79e1a
-83.9396631,42.0023508,206,S MAUMEE ST,,,,,,,d5b641151d2baac1
-83.9470888,41.9983273,507,S PEARL ST,,,,,,,dcebc164981908e1
-83.9521938,42.0023864,506,W POTTAWATAMIE ST,,,,,,,8222aad2a3a55ff0
-83.9665347,41.9983182,1403,SAUK TRAIL,,,,,,,c8e5c5805146327a
-83.9523167,42.0022498,508,W POTTAWATAMIE ST,,,,,,,8cc054f31f424f1e
-83.9669026,41.9983106,1405,SAUK TRAIL,,,,,,,3c0ea11ccd207574
-83.9524789,42.0022448,510,W POTTAWATAMIE ST,,,,,,,f3d45565f3a29b8f
-83.9672706,41.9983029,1407,SAUK TRAIL,,,,,,,9a01fd7fb61bd358
-83.9526943,42.0022426,512,W POTTAWATAMIE ST,,,,,,,7d4d1a0209fe3f8c
-83.9448726,42.0043211,107,E CHICAGO BLVD,,,,,,,7a96071f6ecee695
-83.9639468,42.0010118,400,S OCCIDENTAL RD BLK,,,,,,,c270790345276335
-83.9539058,41.9982276,500,ADRIAN ST,,,,,,,544cec3774ca9f14
-83.9449278,42.0043201,105,E CHICAGO BLVD,,,,,,,082cf2659c02a045
-83.9528963,42.0022375,514,W POTTAWATAMIE ST,,,,,,,d441ed867b9f6111
-83.9458255,42.001046,106,W KILBUCK ST,,,,,,,3e874b9e01014dc5
-83.9676385,41.9982953,1409,SAUK TRAIL,,,,,,,26ad754b9bca841d
-83.9522559,42.0042633,503,W CHICAGO BLVD,,,,,,,5036e5d139e08dd1
-83.9460727,42.0011782,112,W KILBUCK ST,,,,,,,6549bcb6a213fade
-83.9450298,42.0043176,101,E CHICAGO BLVD,,,,,,,5da89f9011fd99de
-83.9463156,42.0011729,114,W KILBUCK ST,,,,,,,92ef1635a68dff6b
-83.9531726,42.0023571,516,W POTTAWATAMIE ST,,,,,,,8b4cd0f5c3d53e51
-83.9680064,41.9982876,1411,SAUK TRAIL,,,,,,,3330a186342c40c1
-83.9524887,42.0042601,505,W CHICAGO BLVD,,,,,,,ea6567cf7453379a
-83.9465731,42.0011673,116,W KILBUCK ST,,,,,,,5748c110b015d3fd
-83.9537783,42.0042386,601,W CHICAGO BLVD,,,,,,,62cde83765c7dcb2
-83.9683743,41.99828,1413,SAUK TRAIL,,,,,,,8bad3f0aca0c7d29
-83.9470999,42.0012011,202,W KILBUCK ST,,,,,,,4d0eb939f3130601
-83.9388475,42.0022597,207,S WYANDOTTE ST,,,,,,,1b96a1b5f52b7033
-83.9569528,42.0039116,710,W CHICAGO BLVD,,,,,,,76eedf8042858e7a
-83.9687413,41.9982721,1415,SAUK TRAIL,,,,,,,b4135f6b3a15ef22
-83.9537814,42.002374,201,S DEMOCRATIC ST,,,,,,,ef5762f97719d2ae
-83.9613484,42.0012254,1007,WILLOW ST,,,,,,,a7a8dc90d34d9894
-83.9532707,42.0042329,515,W CHICAGO BLVD,,,,,,,dce863663407d48f
-83.9691083,41.9982647,1417,SAUK TRAIL,,,,,,,21795a580676adda
-83.9541428,42.0022793,606,W POTTAWATAMIE ST,,,,,,,735dc66ae228bcb7
-83.9515913,42.0042098,415,W CHICAGO BLVD,,,,,,,00bcdc165e0f62a3
-83.9473455,42.0011955,206,W KILBUCK ST,,,,,,,68a88a68d61a06b1
-83.9423833,42.0023687,205,S ONEIDA ST,,,,,,,1d3d79e52c21052c
-83.965211,42.0042572,201,S OCCIDENTAL RD,,,,,,,223fbe8d6333bde3
-83.9455586,41.9981641,509,S EVANS ST,,,,,,,8685f045680e26b1
-83.9475271,42.001106,208,W KILBUCK ST,,,,,,,168efc64ed8696d9
-83.9599011,42.0040529,105,MAPLE ST,,,,,,,7b2e731bf968d0ab
-83.9545674,42.0022503,610,W POTTAWATAMIE ST,,,,,,,b0acfc37f2db8813
-83.9603566,42.0040428,906,SUNSET DR,,,,,,,e5feea6c9b3a6aaf
-83.9694763,41.998257,1419,SAUK TRAIL,,,,,,,298595bf4237eeb0
-83.9111506,41.9966622,5695,E M-50,,,,,,,7c240a348a026ccf
-83.9590681,42.0023903,204,MAPLE ST,,,,,,,cffb075fb5579536
-83.9610263,42.0041117,1002,SUNSET DR,,,,,,,275d8451db76ed7a
-83.969847,41.9982495,1421,SAUK TRAIL,,,,,,,59a13800d96bb190
-83.9476996,42.0010642,210,W KILBUCK ST,,,,,,,af2ab61145f8b0d2
-83.9249532,42.0033336,4990,E MONROE RD,,,,,,,7ab51f594b59bcde
-83.955296,42.0022695,203,ADRIAN ST,,,,,,,8d953829ccfd7145
-83.9479609,42.0010582,214,W KILBUCK ST,,,,,,,73fa8c88d04d6ccb
-83.9575734,42.0040521,714,SUNSET DR,,,,,,,c793a7ff6939f824
-83.9487468,41.9977039,702,S UNION ST,,,,,,,93b1f5342ec1e7e4
-83.9206072,41.9991278,1200,E CHICAGO BLVD,,,,,,,c0dbbc92ce925216
-83.961106,42.0011559,1005,WILLOW ST,,,,,,,a3d8076f1fa742db
-83.9614686,42.0041242,1004,SUNSET DR,,,,,,,beb61ff9d72785e1
-83.9579248,42.0040244,106,PARK ST,,,,,,,cfcec8a96234c257
-83.9630246,42.0011615,1106,WILLOW ST,,,,,,,a035dbb12e6a9dba
-83.9433187,42.0023231,204,S OTTAWA ST APT 1,,,,,,,09f4ea549ba02366
-83.9552043,41.9982206,501,ADRIAN ST,,,,,,,2f1177a2450e5402
-83.9621329,42.0040511,1100,SUNSET DR,,,,,,,32b4e443eff2292f
-83.9482699,42.0011889,306,S MAIDEN LANE,,,,,,,1c5efd2c6cf81f82
-83.9625704,42.0038625,1104,SUNSET DR,,,,,,,64a6ea1475c7e117
-83.9463124,41.9982079,506,S PEARL ST,,,,,,,82db80cb50e8263c
-83.9584627,42.0011403,231,PARK ST,,,,,,,522e27aad2f51bea
-83.9448477,42.0022025,204,S EVANS ST,,,,,,,79f7728a9e6945bd
-83.9333524,42.000343,600,DAVE WILLIAMS DR,,,,,,,3002ab0116db5d19
-83.9487861,42.0011474,302,W KILBUCK ST,,,,,,,bf02944897a75e53
-83.9567963,41.9981581,505,ORCHARD LANE,,,,,,,0daad7e687596a4f
-83.9348371,42.0038485,702,E CHICAGO BLVD,,,,,,,a039cecdf988311e
-83.9613778,42.0023199,202,CAIRNS ST,,,,,,,5727d5d69ce3d964
-83.9629406,42.004037,1108,SUNSET DR,,,,,,,d42b3f664d6fd802
-83.9470809,41.9981298,511,S PEARL ST,,,,,,,0e1b6a13e8f36d63
-83.9589903,42.0011316,807,WILLOW ST,,,,,,,bf89f8f586545708
-83.9634257,42.0039379,1200,SUNSET DR,,,,,,,6f31710c17a10a02
-83.9472851,42.0022237,205,S PEARL ST,,,,,,,540f8163140e2256
-83.9628771,41.9981897,509,CAIRNS ST,,,,,,,5a9387f608d930d2
-83.9491154,42.0010341,308,W KILBUCK ST,,,,,,,02522909c1b59899
-83.9637105,42.0038421,1202,SUNSET DR,,,,,,,ded2d34e67ee09e6
-83.9552374,42.0011417,301,ADRIAN ST,,,,,,,f9eae7ed02c5ec47
-83.9424268,42.0022355,207,S ONEIDA ST,,,,,,,4fd8ead45e35fb9d
-83.9639683,42.0038376,1204,SUNSET DR,,,,,,,90e1901d082facbd
-83.9639072,41.9981729,508,S OCCIDENTAL RD,,,,,,,a421d8685b4750b1
-83.9659432,42.0006788,407,S OCCIDENTAL RD,,,,,,,1ec8176ebddb787d
-83.9366899,42.0039336,518,E CHICAGO BLVD,,,,,,,b18a91224e1b6775
-83.9620897,42.0022731,203,CAIRNS ST,,,,,,,229a3c2d96680be4
-83.9494187,42.0010263,312,W KILBUCK ST,,,,,,,e5f10353a25ed09b
-83.9611693,41.9981573,508,CAIRNS ST,,,,,,,6f3d24605a873c88
-83.9597304,42.0012269,229,MAPLE ST,,,,,,,f52ca64dc3b846a1
-83.9465475,42.0022008,204,S PEARL ST,,,,,,,f4a240dd73361d9e
-83.964394,42.0040226,206,S OCCIDENTAL RD,,,,,,,f99f7f8b054e95b0
-83.9649155,41.9981842,511,S OCCIDENTAL RD,,,,,,,69d70ae7eb360cbc
-83.9370499,42.0038188,512,E CHICAGO BLVD,,,,,,,5d475850f3f8be73
-83.9496331,42.0011455,314,W KILBUCK ST,,,,,,,2dcb14ba6bf96313
-83.9654562,41.9981265,514,TILTON DR,,,,,,,57d41d23846e58eb
-83.960911,42.0022639,203,PINE ST,,,,,,,1c54f9620fac750d
-83.9245392,42.0032789,5000,E MONROE RD BLK,,,,,,,e948d54135486657
-83.9497929,42.0011437,318,W KILBUCK ST,,,,,,,3609746a365dbbcf
-83.9704491,41.998094,591,PEQUOT WAY,,,,,,,7d5797a1feae1810
